,Trigger document,Earmarked Funds,Document item,Business Transaction,Consptn in Doc.Crncy,Currency,Revaluation rate,Consumption in LC,Local Currency,Delete Date,Document Date,Reduction text,Purchasing Document,Reference document,Reference procedure,Reference line item,Item,Line item,Seq. No. of Account Assgt,GL
1007,0013963250 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-31,2017-08-23,Booster pac 1224,13963250.0,13963250.0,PREQ,10.0,10.0,,,9129.0
1008,0013955119 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-04,2017-08-17,Laser Line,13955119.0,13955119.0,PREQ,10.0,10.0,,,9129.0
1009,0013930032 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-06,2017-07-26,Hexx 2in Adapter,13930032.0,13930032.0,PREQ,10.0,10.0,,,9129.0
1010,0013921966 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-20,2017-07-19,"Bottle , Oil Drain / Inject",13921966.0,13921966.0,PREQ,20.0,20.0,,,9129.0
1011,0013921966 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-20,2017-07-19,Filter Dryer,13921966.0,13921966.0,PREQ,10.0,10.0,,,9129.0
1012,0013917929 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-20,2017-07-17,Radial Tire Repair Kit,13917929.0,13917929.0,PREQ,10.0,10.0,,,9129.0
1013,0013912371 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-12,2017-07-12,1/4dr 6pt 15mm dr socket,13912371.0,13912371.0,PREQ,30.0,30.0,,,9129.0
1014,0013912371 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-12,2017-07-12,fuce pac,13912371.0,13912371.0,PREQ,20.0,20.0,,,9129.0
1015,0013912371 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-12,2017-07-12,rivet kit,13912371.0,13912371.0,PREQ,10.0,10.0,,,9129.0
1016,0013904847 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-11,2017-07-05,Solus Edge Update,13904847.0,13904847.0,PREQ,10.0,10.0,,,9129.0
1017,0013898138 00040,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-20,2017-06-27,Rivet Setting gun,13898138.0,13898138.0,PREQ,40.0,40.0,,,9129.0
1018,0013898138 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-20,2017-06-27,Rivet Gun,13898138.0,13898138.0,PREQ,30.0,30.0,,,9129.0
1019,0013895148 00040,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-13,2017-06-23,Torx Set,13895148.0,13895148.0,PREQ,40.0,40.0,,,9129.0
1020,0013895148 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-13,2017-06-23,Hex Impact Set,13895148.0,13895148.0,PREQ,30.0,30.0,,,9129.0
1021,0013895148 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-13,2017-06-23,Hex Set Standard Set,13895148.0,13895148.0,PREQ,20.0,20.0,,,9129.0
1022,0013895148 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-13,2017-06-23,Hex Set Metric Set,13895148.0,13895148.0,PREQ,10.0,10.0,,,9129.0
1023,0013891985 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-23,2017-06-21,Buffer Wheel TT152,13891985.0,13891985.0,PREQ,20.0,20.0,,,9129.0
1024,0013891985 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-23,2017-06-21,Buffer Wheel TT161,13891985.0,13891985.0,PREQ,10.0,10.0,,,9129.0
1025,0013879374 00040,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-13,2017-06-12,Fuse Buddy miny Kit,13879374.0,13879374.0,PREQ,40.0,40.0,,,9129.0
1026,0013879374 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-13,2017-06-12,Relay Bypass Switch Kit,13879374.0,13879374.0,PREQ,30.0,30.0,,,9129.0
1027,0013879374 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-13,2017-06-12,Core remover,13879374.0,13879374.0,PREQ,20.0,20.0,,,9129.0
1028,0013879374 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-13,2017-06-12,20T Bottle Jack,13879374.0,13879374.0,PREQ,10.0,10.0,,,9129.0
1029,0013869740 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-12,2017-06-05,Tooling,13869740.0,13869740.0,PREQ,10.0,10.0,,,9129.0
1030,0013866575 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-03,2017-06-01,Mat Tooling,13866575.0,13866575.0,PREQ,10.0,10.0,,,9129.0
1031,0013857464 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-01,2017-05-25,Aluminum Pipe Wrench,13857464.0,13857464.0,PREQ,10.0,10.0,,,9129.0
1032,0013855264 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-31,2017-05-24,3 in 1 Hand Truck,13855264.0,13855264.0,PREQ,10.0,10.0,,,9129.0
1033,0013843297 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-17,2017-05-16,Worklight 24 LED,13843297.0,13843297.0,PREQ,10.0,10.0,,,9129.0
1034,0013835583 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-30,2017-05-11,Tripod Stand,13835583.0,13835583.0,PREQ,10.0,10.0,,,9129.0
1035,0013835526 00060,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-16,2017-05-11,Flat Chisel,13835526.0,13835526.0,PREQ,60.0,60.0,,,9129.0
1036,0013835526 00050,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-16,2017-05-11,Streight punch,13835526.0,13835526.0,PREQ,50.0,50.0,,,9129.0
1037,0013835526 00040,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-16,2017-05-11,Tread Depth Guage,13835526.0,13835526.0,PREQ,40.0,40.0,,,9129.0
1038,0013835526 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-16,2017-05-11,Service Guage,13835526.0,13835526.0,PREQ,30.0,30.0,,,9129.0
1039,0013835526 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-16,2017-05-11,Tote Bag,13835526.0,13835526.0,PREQ,20.0,20.0,,,9129.0
1040,0013835526 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-16,2017-05-11,Extractor,13835526.0,13835526.0,PREQ,10.0,10.0,,,9129.0
1041,0013822316 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-01,2017-05-04,Pedestal,13822316.0,13822316.0,PREQ,20.0,20.0,,,9129.0
1042,0013822316 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-01,2017-05-04,Baldor Buffer,13822316.0,13822316.0,PREQ,10.0,10.0,,,9129.0
1043,0013809335 00040,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-02,2017-04-27,"Socket Holder 1/4"" Met",13809335.0,13809335.0,PREQ,40.0,40.0,,,9129.0
1044,0013809335 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-02,2017-04-27,"Socket holder 1/4"" Stad",13809335.0,13809335.0,PREQ,30.0,30.0,,,9129.0
1045,0013809335 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-02,2017-04-27,"Socket Holder 1/2"" Met",13809335.0,13809335.0,PREQ,20.0,20.0,,,9129.0
1046,0013809335 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-02,2017-04-27,"Socket Holder 1/2"" Stad",13809335.0,13809335.0,PREQ,10.0,10.0,,,9129.0
1047,0013792348 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-05-09,2017-04-18,Plasma Cutter parts,13792348.0,13792348.0,PREQ,10.0,10.0,,,9129.0
1049,4501725813 00001,,7.0,Purchase Order,49.95,CAD,,49.95,CAD,2018-03-28,2018-03-27,Creeper mat,4501725813.0,4501725813.0,PORD,1.0,1.0,,,9129.0
1050,4501725600 00001,,7.0,Purchase Order,"1,250.00",CAD,,"1,250.00",CAD,2018-03-29,2018-03-27,"3/4"" Tourque Wrench",4501725600.0,4501725600.0,PORD,1.0,1.0,,,9129.0
1051,4501725596 00001,,7.0,Purchase Order,577.9,CAD,,577.9,CAD,2018-03-28,2018-03-27,Tool request as per Quote,4501725596.0,4501725596.0,PORD,1.0,1.0,,,9129.0
1052,4501725227 00001,,7.0,Purchase Order,764.95,CAD,,764.95,CAD,2018-03-29,2018-03-26,Ductor Kit W/coil set,4501725227.0,4501725227.0,PORD,1.0,1.0,,,9129.0
1053,4501724614 00001,,7.0,Purchase Order,387.5,CAD,,387.5,CAD,2018-03-27,2018-03-23,Rags,4501724614.0,4501724614.0,PORD,1.0,1.0,,,9129.0
1054,4501724576 00002,,7.0,Purchase Order,29.68,CAD,,29.68,CAD,2018-03-28,2018-03-23,Dome Light IL61CBP,4501724576.0,4501724576.0,PORD,2.0,2.0,,,9129.0
1055,4501724576 00001,,7.0,Purchase Order,94.08,CAD,,94.08,CAD,2018-03-28,2018-03-23,Dome Light 8300,4501724576.0,4501724576.0,PORD,1.0,1.0,,,9129.0
1056,4501722724 00001,,7.0,Purchase Order,942.2,CAD,,942.2,CAD,2018-03-23,2018-03-20,"Ratchet, Mat, Pliers",4501722724.0,4501722724.0,PORD,1.0,1.0,,,9129.0
1057,4501722699 00001,,7.0,Purchase Order,449.95,CAD,,449.95,CAD,2018-03-29,2018-03-20,REMA 50-rb Tire Spreader,4501722699.0,4501722699.0,PORD,1.0,1.0,,,9129.0
1058,4501722552 00001,,7.0,Purchase Order,"1,499.95",CAD,,"1,499.95",CAD,2018-03-28,2018-03-20,4000 W Generator,4501722552.0,4501722552.0,PORD,1.0,1.0,,,9129.0
1059,4501722535 00002,,7.0,Purchase Order,32.34,CAD,,32.34,CAD,2018-03-27,2018-03-20,Eye & Eye Sling 2X4',4501722535.0,4501722535.0,PORD,2.0,2.0,,,9129.0
1060,4501722535 00001,,7.0,Purchase Order,53.82,CAD,,53.82,CAD,2018-03-27,2018-03-20,Eye & Eye Sling 2X8',4501722535.0,4501722535.0,PORD,1.0,1.0,,,9129.0
1061,4501722383 00001,,7.0,Purchase Order,203.8,CAD,,203.8,CAD,2018-03-21,2018-03-20,"Utility Knife, Blades, Bit Set",4501722383.0,4501722383.0,PORD,1.0,1.0,,,9129.0
1062,4501721799 00001,,7.0,Purchase Order,569,CAD,,569,CAD,2018-03-23,2018-03-19,Air Compressor,4501721799.0,4501721799.0,PORD,1.0,1.0,,,9129.0
1063,4501721781 00001,,7.0,Purchase Order,817.91,CAD,,817.91,CAD,2018-03-27,2018-03-19,Chain sling,4501721781.0,4501721781.0,PORD,1.0,1.0,,,9129.0
1064,4501721745 00001,,7.0,Purchase Order,751,CAD,,751,CAD,2018-03-28,2018-03-19,Cart and Cones,4501721745.0,4501721745.0,PORD,1.0,1.0,,,9129.0
1065,4501721427 00001,,7.0,Purchase Order,110.44,CAD,,110.44,CAD,2018-03-28,2018-03-16,Tri-ball Hitch,4501721427.0,4501721427.0,PORD,1.0,1.0,,,9129.0
1066,4501721189 00001,,7.0,Purchase Order,"1,395.00",CAD,,"1,395.00",CAD,2018-03-27,2018-03-16,Precision Distiller,4501721189.0,4501721189.0,PORD,1.0,1.0,,,9129.0
1067,4501720428 00002,,7.0,Purchase Order,148.98,CAD,,148.98,CAD,2018-03-29,2018-03-15,Cyl Leakage Tester,4501720428.0,4501720428.0,PORD,2.0,2.0,,,9129.0
1068,4501720581 00001,,7.0,Purchase Order,418.95,CAD,,418.95,CAD,2018-03-27,2018-03-15,1/4in Rev Air Drill,4501720581.0,4501720581.0,PORD,1.0,1.0,,,9129.0
1069,4501720308 00001,,7.0,Purchase Order,806.16,CAD,,806.16,CAD,2018-03-28,2018-03-15,Head Lamps,4501720308.0,4501720308.0,PORD,1.0,1.0,,,9129.0
1070,4501720310 00002,,7.0,Purchase Order,498,CAD,,498,CAD,2018-03-28,2018-03-15,Cart,4501720310.0,4501720310.0,PORD,2.0,2.0,,,9129.0
1071,4501720310 00001,,7.0,Purchase Order,247,CAD,,247,CAD,2018-03-28,2018-03-15,Work bench,4501720310.0,4501720310.0,PORD,1.0,1.0,,,9129.0
1072,4501720428 00001,,7.0,Purchase Order,479.95,CAD,,479.95,CAD,2018-03-29,2018-03-15,20 Volt 1/2 dr Impact wrench,4501720428.0,4501720428.0,PORD,1.0,1.0,,,9129.0
1073,4501720158 00001,,7.0,Purchase Order,924.75,CAD,,924.75,CAD,2018-03-21,2018-03-14,50ft Retractable Light,4501720158.0,4501720158.0,PORD,1.0,1.0,,,9129.0
1074,4501719587 00003,,7.0,Purchase Order,31.95,CAD,,31.95,CAD,2018-03-14,2018-03-14,Heavey duty Clip-on Chuck,4501719587.0,4501719587.0,PORD,3.0,3.0,,,9129.0
1075,4501719587 00002,,7.0,Purchase Order,80.95,CAD,,80.95,CAD,2018-03-14,2018-03-14,Steped Pickle Fork,4501719587.0,4501719587.0,PORD,2.0,2.0,,,9129.0
1076,4501719587 00001,,7.0,Purchase Order,84.4,CAD,,84.4,CAD,2018-03-14,2018-03-14,Brake Caliper Press,4501719587.0,4501719587.0,PORD,1.0,1.0,,,9129.0
1077,4501719582 00001,,7.0,Purchase Order,"4,202.85",CAD,,"4,202.85",CAD,2018-03-27,2018-03-14,Tooling Request as Per Quote,4501719582.0,4501719582.0,PORD,1.0,1.0,,,9129.0
1078,4501719579 00001,,7.0,Purchase Order,"3,492.45",CAD,,"3,492.45",CAD,2018-03-29,2018-03-14,Tools as per attached checklist,4501719579.0,4501719579.0,PORD,1.0,1.0,,,9129.0
1079,4501718019 00001,,7.0,Purchase Order,"1,341.22",CAD,,"1,341.22",CAD,2018-03-28,2018-03-12,Anvil,4501718019.0,4501718019.0,PORD,1.0,1.0,,,9129.0
1080,4501717343 00001,,7.0,Purchase Order,907.8,CAD,,907.8,CAD,2018-03-27,2018-03-09,Parts Washer Pump,4501717343.0,4501717343.0,PORD,1.0,1.0,,,9129.0
1081,4501717754 00001,,7.0,Purchase Order,"3,666.50",CAD,,"3,666.50",CAD,2018-03-19,2018-03-09,Electronic Pump Meter,4501717754.0,4501717754.0,PORD,1.0,1.0,,,9129.0
1082,4501717506 00001,,7.0,Purchase Order,320.11,CAD,,320.11,CAD,2018-03-28,2018-03-09,Manual tire Changer,4501717506.0,4501717506.0,PORD,1.0,1.0,,,9129.0
1083,4501714787 00001,,7.0,Purchase Order,249.95,CAD,,249.95,CAD,2018-03-23,2018-03-06,Multi Purpose Bench Vise,4501714787.0,4501714787.0,PORD,1.0,1.0,,,9129.0
1084,4501715031 00002,,7.0,Purchase Order,123,CAD,,123,CAD,2018-03-16,2018-03-06,Stackable Bins,4501715031.0,4501715031.0,PORD,2.0,2.0,,,9129.0
1085,4501715031 00001,,7.0,Purchase Order,218,CAD,,218,CAD,2018-03-16,2018-03-06,Table Top Work Bench,4501715031.0,4501715031.0,PORD,1.0,1.0,,,9129.0
1086,4501713011 00001,,7.0,Purchase Order,396.8,CAD,,396.8,CAD,2018-03-14,2018-03-02,Grease Guns,4501713011.0,4501713011.0,PORD,1.0,1.0,,,9129.0
1087,4501712988 00001,,7.0,Purchase Order,113.4,CAD,,113.4,CAD,2018-03-16,2018-03-02,Work Lights,4501712988.0,4501712988.0,PORD,1.0,1.0,,,9129.0
1088,4501712499 00001,,7.0,Purchase Order,869.55,CAD,,869.55,CAD,2018-03-21,2018-03-01,Heavy Duty Bench Vise,4501712499.0,4501712499.0,PORD,1.0,1.0,,,9129.0
1089,4501712886 00002,,7.0,Purchase Order,180.1,CAD,,180.1,CAD,2018-03-16,2018-03-02,Top Notch Threading Insert,4501712886.0,4501712886.0,PORD,2.0,2.0,,,9129.0
1090,4501712886 00001,,7.0,Purchase Order,158.05,CAD,,158.05,CAD,2018-03-16,2018-03-02,Tool Holder,4501712886.0,4501712886.0,PORD,1.0,1.0,,,9129.0
1091,4501712528 00001,,7.0,Purchase Order,0,CAD,,0,CAD,2018-03-05,2018-03-01,Bench Top Shop 72 x 36,4501712528.0,4501712528.0,PORD,1.0,1.0,,,9129.0
1092,4501712887 00001,,7.0,Purchase Order,743.96,CAD,,743.96,CAD,2018-03-16,2018-03-02,6 Inch Bench Grinder,4501712887.0,4501712887.0,PORD,1.0,1.0,,,9129.0
1093,4501712129 00002,,7.0,Purchase Order,425,CAD,,425,CAD,2018-03-14,2018-03-01,Snowmobile Dollet,4501712129.0,4501712129.0,PORD,2.0,2.0,,,9129.0
1094,4501712129 00001,,7.0,Purchase Order,516.06,CAD,,516.06,CAD,2018-03-14,2018-03-01,Pullers for Clutches,4501712129.0,4501712129.0,PORD,1.0,1.0,,,9129.0
1095,4501711430 00001,,7.0,Purchase Order,699.9,CAD,,699.9,CAD,2018-03-05,2018-02-28,3/8dr Air impact Wrench,4501711430.0,4501711430.0,PORD,1.0,1.0,,,9129.0
1096,4501710478 00001,,7.0,Purchase Order,"3,585.75",CAD,,"3,585.75",CAD,2018-03-16,2018-02-28,Tools Deviation Box #15,4501710478.0,4501710478.0,PORD,1.0,1.0,,,9129.0
1097,4501709605 00001,,7.0,Purchase Order,935.77,CAD,,935.77,CAD,2018-02-27,2018-02-26,Tire Machine Tooling,4501709605.0,4501709605.0,PORD,1.0,1.0,,,9129.0
1098,4501707885 00002,,7.0,Purchase Order,320.4,CAD,,320.4,CAD,2018-03-29,2018-02-22,Chemical Sprayers,4501707885.0,4501707885.0,PORD,2.0,2.0,,,9129.0
1099,4501705852 00003,,7.0,Purchase Order,469.95,CAD,,469.95,CAD,2018-02-27,2018-02-20,Cooling Pressure Test Kit,4501705852.0,4501705852.0,PORD,3.0,3.0,,,9129.0
1101,4501705852 00001,,7.0,Purchase Order,619.95,CAD,,619.95,CAD,2018-02-27,2018-02-20,Hydrolic Flaring Kit,4501705852.0,4501705852.0,PORD,1.0,1.0,,,9129.0
1102,4501703431 00002,,7.0,Purchase Order,149.9,CAD,,149.9,CAD,2018-02-28,2018-02-15,Strap Wrenches,4501703431.0,4501703431.0,PORD,2.0,2.0,,,9129.0
1103,4501703431 00001,,7.0,Purchase Order,571.8,CAD,,571.8,CAD,2018-02-28,2018-02-15,Dead Blow ball Peen Hammers,4501703431.0,4501703431.0,PORD,1.0,1.0,,,9129.0
1105,4501701378 00001,,7.0,Purchase Order,51.8,CAD,,51.8,CAD,2018-02-26,2018-02-13,Strap Filter Wrench,4501701378.0,4501701378.0,PORD,1.0,1.0,,,9129.0
1106,4501694788 00002,,7.0,Purchase Order,110.17,CAD,,110.17,CAD,2018-03-14,2018-02-05,Pop Rivet Guns,4501694788.0,4501694788.0,PORD,2.0,2.0,,,9129.0
1107,4501695070 00002,,7.0,Purchase Order,"1,165.85",CAD,,"1,165.85",CAD,2018-02-21,2018-02-02,Battery Charger Bus bar,4501695070.0,4501695070.0,PORD,2.0,2.0,,,9129.0
1108,4501695070 00001,,7.0,Purchase Order,873.17,CAD,,873.17,CAD,2018-02-21,2018-02-02,Battery Charger,4501695070.0,4501695070.0,PORD,1.0,1.0,,,9129.0
1109,4501693686 00001,,7.0,Purchase Order,"3,178.20",CAD,,"3,178.20",CAD,2018-02-16,2018-02-01,Tools - Deviation Box 18,4501693686.0,4501693686.0,PORD,1.0,1.0,,,9129.0
1110,4501693140 00001,,7.0,Purchase Order,565,CAD,,565,CAD,2018-02-14,2018-01-31,Solus Scanner Update,4501693140.0,4501693140.0,PORD,1.0,1.0,,,9129.0
1111,4501693146 00002,,7.0,Purchase Order,154.95,CAD,,154.95,CAD,2018-02-06,2018-01-31,Break Bar,4501693146.0,4501693146.0,PORD,2.0,2.0,,,9129.0
1112,4501693146 00001,,7.0,Purchase Order,31.25,CAD,,31.25,CAD,2018-02-06,2018-01-31,Pliers,4501693146.0,4501693146.0,PORD,1.0,1.0,,,9129.0
1113,4501684585 00001,,7.0,Purchase Order,"1,814.85",CAD,,"1,814.85",CAD,2018-02-07,2018-01-18,air Opperated POL Pump,4501684585.0,4501684585.0,PORD,1.0,1.0,,,9129.0
1114,4501682812 00002,,7.0,Purchase Order,30.38,CAD,,30.38,CAD,2018-01-16,2018-01-16,Socket LST 28000,4501682812.0,4501682812.0,PORD,2.0,2.0,,,9129.0
1115,4501682812 00001,,7.0,Purchase Order,59.95,CAD,,59.95,CAD,2018-01-16,2018-01-16,Socket OTC 1938,4501682812.0,4501682812.0,PORD,1.0,1.0,,,9129.0
1116,4501677453 00002,,7.0,Purchase Order,48.95,CAD,,48.95,CAD,2018-01-09,2018-01-04,Auto Wire Stripper,4501677453.0,4501677453.0,PORD,2.0,2.0,,,9129.0
1117,4501677453 00001,,7.0,Purchase Order,50.15,CAD,,50.15,CAD,2018-01-09,2018-01-04,Wheel Weight Tool,4501677453.0,4501677453.0,PORD,1.0,1.0,,,9129.0
1118,4501671417 00001,,7.0,Purchase Order,127,CAD,,127,CAD,2018-01-15,2017-12-13,Wheelock Removel kit,4501671417.0,4501671417.0,PORD,1.0,1.0,,,9129.0
1119,4501668585 00001,,7.0,Purchase Order,209.95,CAD,,209.95,CAD,2017-12-07,2017-12-07,Cut off Tool,4501668585.0,4501668585.0,PORD,1.0,1.0,,,9129.0
1120,4501668581 00001,,7.0,Purchase Order,526.9,CAD,,526.9,CAD,2017-12-07,2017-12-07,Tools - Tool Box 17,4501668581.0,4501668581.0,PORD,1.0,1.0,,,9129.0
1121,4501663720 00001,,7.0,Purchase Order,"3,677.65",CAD,,"3,677.65",CAD,2017-12-14,2017-11-29,Air Opperated Hydr Jack,4501663720.0,4501663720.0,PORD,1.0,1.0,,,9129.0
1123,4501663263 00003,,7.0,Purchase Order,41.55,CAD,,41.55,CAD,2017-11-29,2017-11-29,9in Rescue and Demo Blade,4501663263.0,4501663263.0,PORD,3.0,3.0,,,9129.0
1124,4501663263 00002,,7.0,Purchase Order,29.95,CAD,,29.95,CAD,2017-11-29,2017-11-29,6in Metal Cutting Blads,4501663263.0,4501663263.0,PORD,2.0,2.0,,,9129.0
1125,4501663263 00001,,7.0,Purchase Order,61.75,CAD,,61.75,CAD,2017-11-29,2017-11-29,Wire Soldering Clamp,4501663263.0,4501663263.0,PORD,1.0,1.0,,,9129.0
1126,4501656929 00001,,7.0,Purchase Order,395.95,CAD,,395.95,CAD,2017-11-28,2017-11-17,Tools,4501656929.0,4501656929.0,PORD,1.0,1.0,,,9129.0
1127,4501656575 00001,,7.0,Purchase Order,249.95,CAD,,249.95,CAD,2017-11-20,2017-11-17,Injection System,4501656575.0,4501656575.0,PORD,1.0,1.0,,,9129.0
1128,4501653591 00001,,7.0,Purchase Order,268.75,CAD,,268.75,CAD,2017-11-22,2017-11-10,Tools,4501653591.0,4501653591.0,PORD,1.0,1.0,,,9129.0
1129,4501653054 00001,,7.0,Purchase Order,96.8,CAD,,96.8,CAD,2017-11-16,2017-11-09,Tools,4501653054.0,4501653054.0,PORD,1.0,1.0,,,9129.0
1130,4501647901 00005,,7.0,Purchase Order,129.3,CAD,,129.3,CAD,2017-11-22,2017-11-01,Tooling,4501647901.0,4501647901.0,PORD,5.0,5.0,,,9129.0
1131,4501644195 00002,,7.0,Purchase Order,78.75,CAD,,78.75,CAD,2017-10-31,2017-10-26,Stepped Pickle Fork,4501644195.0,4501644195.0,PORD,2.0,2.0,,,9129.0
1132,4501644195 00001,,7.0,Purchase Order,149.95,CAD,,149.95,CAD,2017-10-31,2017-10-26,LED Work Light,4501644195.0,4501644195.0,PORD,1.0,1.0,,,9129.0
1133,4501637726 00002,,7.0,Purchase Order,"1,200.00",CAD,,"1,200.00",CAD,2017-11-15,2017-10-16,10 Ton Jack,4501637726.0,4501637726.0,PORD,2.0,2.0,,,9129.0
1134,4501637726 00001,,7.0,Purchase Order,449.95,CAD,,449.95,CAD,2017-11-15,2017-10-16,3 Ton Jack,4501637726.0,4501637726.0,PORD,1.0,1.0,,,9129.0
1135,4501636193 00002,,7.0,Purchase Order,57.95,CAD,,57.95,CAD,2017-10-27,2017-10-12,Tool Bag,4501636193.0,4501636193.0,PORD,2.0,2.0,,,9129.0
1136,4501636193 00001,,7.0,Purchase Order,449.95,CAD,,449.95,CAD,2017-10-27,2017-10-12,Jack,4501636193.0,4501636193.0,PORD,1.0,1.0,,,9129.0
1137,4501636089 00002,,7.0,Purchase Order,47.95,CAD,,47.95,CAD,2017-10-24,2017-10-12,Tools - Pliers,4501636089.0,4501636089.0,PORD,2.0,2.0,,,9129.0
1138,4501636089 00001,,7.0,Purchase Order,41.85,CAD,,41.85,CAD,2017-10-24,2017-10-12, Tools - Pliers,4501636089.0,4501636089.0,PORD,1.0,1.0,,,9129.0
1140,4501634330 00001,,7.0,Purchase Order,"1,340.00",CAD,,"1,340.00",CAD,2017-10-16,2017-10-10,17.2 Verus Update,4501634330.0,4501634330.0,PORD,1.0,1.0,,,9129.0
1141,4501632914 00001,,7.0,Purchase Order,"1,066.68",CAD,,"1,066.68",CAD,2018-01-10,2017-10-05,Tools as per deviation #7,4501632914.0,4501632914.0,PORD,1.0,1.0,,,9129.0
1142,4501629799 00004,,7.0,Purchase Order,56.65,CAD,,56.65,CAD,2017-11-16,2017-09-29,Tooling,4501629799.0,4501629799.0,PORD,4.0,4.0,,,9129.0
1143,4501629144 00001,,7.0,Purchase Order,241.45,CAD,,241.45,CAD,2017-10-05,2017-09-28,Tools,4501629144.0,4501629144.0,PORD,1.0,1.0,,,9129.0
1144,4501627338 00001,,7.0,Purchase Order,"2,656.99",CAD,,"2,656.99",CAD,2017-11-17,2017-09-26,Air Amplifier,4501627338.0,4501627338.0,PORD,1.0,1.0,,,9129.0
1145,4501626807 00001,,7.0,Purchase Order,199.95,CAD,,199.95,CAD,2017-10-04,2017-09-25,Fan Clutch Service Tool,4501626807.0,4501626807.0,PORD,1.0,1.0,,,9129.0
1146,4501625472 00002,,7.0,Purchase Order,109.45,CAD,,109.45,CAD,2017-10-27,2017-09-21,Tooling,4501625472.0,4501625472.0,PORD,2.0,2.0,,,9129.0
1147,4501623792 00001,,7.0,Purchase Order,"1,452.59",CAD,,"1,452.59",CAD,2017-11-03,2017-09-19,Tools - As per Deviation Tool Box #20,4501623792.0,4501623792.0,PORD,1.0,1.0,,,9129.0
1148,4501622892 00001,,7.0,Purchase Order,104.95,CAD,,104.95,CAD,2017-09-26,2017-09-18,Pulley Holder,4501622892.0,4501622892.0,PORD,1.0,1.0,,,9129.0
1149,4501622133 00006,,7.0,Purchase Order,76.95,CAD,,76.95,CAD,2017-09-19,2017-09-15,8 3/4in Ratiching Screwdriver,4501622133.0,4501622133.0,PORD,6.0,6.0,,,9129.0
1150,4501622133 00005,,7.0,Purchase Order,34.95,CAD,,34.95,CAD,2017-09-19,2017-09-15,5pk 9in cutting blade,4501622133.0,4501622133.0,PORD,5.0,5.0,,,9129.0
1151,4501622133 00004,,7.0,Purchase Order,28.5,CAD,,28.5,CAD,2017-09-19,2017-09-15,5PK 6in cutting blade,4501622133.0,4501622133.0,PORD,4.0,4.0,,,9129.0
1152,4501622133 00003,,7.0,Purchase Order,51.5,CAD,,51.5,CAD,2017-09-19,2017-09-15,140ft lb Torque Stick,4501622133.0,4501622133.0,PORD,3.0,3.0,,,9129.0
1153,4501622133 00002,,7.0,Purchase Order,51.5,CAD,,51.5,CAD,2017-09-19,2017-09-15,120ft lbTorque stick,4501622133.0,4501622133.0,PORD,2.0,2.0,,,9129.0
1154,4501622133 00001,,7.0,Purchase Order,92.95,CAD,,92.95,CAD,2017-09-19,2017-09-15,Blast Vac for Coolant System,4501622133.0,4501622133.0,PORD,1.0,1.0,,,9129.0
